FID,County,Sub_County,AEZ_Code,AEZ_Name,AEZSubzone,Major_Crop,AREA,Shape__Area,Shape__Length
5714,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,36.7924702227,342537.016357422,2981.77794436563
5715,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,220.128741354,2181406.32104492,6923.46447309968
5716,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1.11082009742,11007.4434814453,570.373220424573
5717,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,312.275367857,3094591.16210938,8787.25475632911
5718,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,181.381294236,1797303.83349609,8760.70056453077
5719,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,493.327793777,4887574.55444336,23176.7133532352
5720,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,493.327793777,3.6903076171875,11.4833025630376
5721,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,56.3762121086,142444.490966797,2101.48565117839
5722,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,56.3762121086,292263.389404297,3197.39251278213
5723,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,56.3762121086,123807.094970703,1971.23665932505
5724,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,30.6748320185,303880.556762695,2317.03247915088
5725,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,0.0692221631206,685.724975585938,513.962120653634
5726,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,90.918420341,14812.2691650391,665.158553194408
5727,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,90.918420341,42381.4561767578,1414.84738156141
5728,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,90.918420341,842170.276733398,6411.44955137183
5729,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,90.918420341,1281.60205078125,280.765628064627
5730,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,26.7570800512,80819.3955078125,1462.46247875329
5731,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,26.7570800512,128256.724975586,2640.8047277604
5732,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,26.7570800512,55986.1672363281,1023.76609529196
5733,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1107.44878734,10968452.1431885,23384.1576928257
5734,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,51.3557046723,61059.3665771484,1215.79149660417
5735,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,51.3557046723,191881.031860352,2212.48734156411
5736,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,51.3557046723,41382.3928222656,806.03362263537
5737,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,51.3557046723,214326.040405273,3380.3262184789
5738,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1171.86197694,11611106.2185059,29739.9644237127
5739,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,14.5303895518,16740.6550292969,555.784967681956
5740,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,14.5303895518,103689.068359375,1794.21117900828
5741,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,14.5303895518,23529.2025146484,1344.56153194277
5742,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1482.97667996,14680719.6953125,34601.9821942687
5743,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1482.97667996,0.080322265625,3.0810262809702
5744,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1482.97667996,1890.5078125,411.40699513075
5745,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,200428.748046875,3115.42441339628
5746,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,3987.47424316406,398.32289379934
5747,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,30449.0621337891,825.752720633742
5748,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,194938.88671875,2801.43722675149
5749,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,118859.910400391,2005.29752402129
5750,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,22779.0922851563,609.752496874567
5751,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,307323.923950195,3633.35245401527
5752,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,7071.32861328125,374.018240073325
5753,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,101.686118745,120904.041992188,1476.29723251073
5754,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,4363.1141316,43176591.8913574,42677.9234785744
5755,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,4363.1141316,8237.77838134766,838.029035474953
5756,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,214682.478881836,3530.17343329948
5757,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,81164.6224365234,1394.26923848497
5758,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,340543.724060059,4539.91552387557
5759,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,395.097412109375,209.072979663557
5760,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,80580.0439453125,2808.97998585118
5761,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,92086.0097045898,1553.77099560898
5762,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,53.9608154296875,54.7781829252018
5763,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,17419.2299804688,790.208537144252
5764,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,4588.89599609375,444.430051687208
5765,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,58.0604248046875,60.1946232124002
5766,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,2632.80627441406,239.281417317267
5767,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,84881.5043945313,1621.52418754911
5768,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,109.022938011,159942.752807617,2832.50301425756
5769,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,0.535530179731,5300.81072998047,340.43361763934
5770,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,27.7058750073,274224.575134277,2871.48085274095
5771,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,21.5144963972,212786.795776367,3268.86467952199
5772,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,21.5144963972,158.931640625,58.5027558180203
5773,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1934.43893125,19146830.56427,44939.8447640029
5774,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,70613.5021362305,1291.26714431268
5775,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,267849.114135742,4121.34779398111
5776,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,55643.213684082,1499.16519927815
5777,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,52516.3426513672,1038.27322177741
5778,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,10157.6588745117,531.162932061077
5779,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,5637.51110839844,335.226236739294
5780,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,2183.99432373047,368.497283695007
5781,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,194101.249145508,2413.73861136705
5782,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,61496.1001586914,1385.65876401589
5783,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,76.4584107714,36517.5239868164,748.049071456996
5784,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,92.0871982744,911355.832275391,4823.64040167815
5785,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,11.4704180107,46440.8503417969,1149.56230649907
5786,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,11.4704180107,49788.9786987305,1345.44968826978
5787,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,11.4704180107,17290.766418457,763.51205009863
5788,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,2.01096442373,19878.3094482422,667.180345364223
5789,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,43.7974280226,433641.60949707,3542.94949578786
5790,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,0.302927141963,2999.37646484375,366.193076124013
5791,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,4.72304374457,46763.1072387695,1494.34585787735
5792,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,170.28482937,1682100.25891113,9134.66306070984
5793,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,120.433543097,8681.90972900391,504.428463774065
5794,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,120.433543097,1178798.22625732,11059.6166481436
5795,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,120.433543097,2215.64660644531,268.114071190074
5796,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,26.5947551461,247696.991943359,2520.89502579424
5797,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,26.5947551461,15642.4364624023,573.525142700617
5798,Lamu,LAMU WEST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,3176.47582698,31447430.0232544,46013.7758291878
5799,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,5201.19946289063,434.330206840852
5800,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,35032.0156860352,1334.05764587833
5801,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,4.89605712890625,20.6171755935679
5802,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,16702.6987304688,606.623511105949
5803,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,509.369873046875,178.698832726384
5804,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,29592.8539428711,1251.46479616633
5805,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,4385.05932617188,683.092826402408
5806,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,1264.66485595703,325.217782748656
5807,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,3952.49993896484,336.1777162586
5808,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,14566.6390380859,554.815780042925
5809,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,214.713317871094,88.7737567361146
5810,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,22255.3584594727,941.274038632545
5811,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,1388.10778808594,181.075522021648
5812,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,1654.42651367188,493.739771349831
5813,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,13.8229549991,122.656433105469,59.5742973137712
5814,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,896.690649222,8876742.9644165,25549.8777523494
5815,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,3371.47045898438,385.311877314065
5816,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,29779.3229980469,928.19785662587
5817,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,40535.9479980469,1536.72404856305
5818,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,45748.5774536133,1167.92089201039
5819,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,16762.6984863281,627.037956345338
5820,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,7200.02716064453,430.829316642708
5821,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,3520.96563720703,349.989960458171
5822,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,35625.8048095703,1148.27012362314
5823,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,20.0017680445,15463.1773681641,1262.02806504077
5824,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,1.37120453464,13545.3196411133,539.845271270322
5825,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,11.3480438949,112109.266540527,1634.30391824103
5826,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,0.116436760142,1150.27893066406,188.843759002589
5827,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,3.86548226678,38187.5473632813,905.109641116825
5828,Lamu,LAMU EAST,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,8428.98201814,83325904.7284546,98857.6600231999
5829,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,234.435025573,103857.022766113,1530.1755891002
5830,Lamu,Sub-County in Lamu,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,Waterbody - Indian Ocean,234.435025573,12342.0316772461,471.889041524576
